price,year,condition,cylinders,fuel,odometer,transmission,size,type
10500,2018,excellent,4 cylinders,gas,25000,automatic,mid-size,sedan
24500,2017,like new,6 cylinders,gas,29000,automatic,full-size,sedan
5100,2013,good,4 cylinders,gas,86000,automatic,mid-size,sedan
17950,2019,like new,4 cylinders,gas,36907,automatic,sub-compact,sedan
11998,2014,good,4 cylinders,gas,98920,automatic,mid-size,sedan
7995,2014,excellent,4 cylinders,gas,80610,manual,mid-size,hatchback
12000,2014,excellent,4 cylinders,gas,99000,automatic,full-size,sedan
4000,2007,excellent,4 cylinders,gas,73000,automatic,compact,sedan
13999,2017,excellent,4 cylinders,gas,40312,automatic,mid-size,sedan
12999,2016,like new,6 cylinders,gas,56000,automatic,full-size,sedan
10000,2011,good,6 cylinders,gas,90000,automatic,compact,sedan
2450,2002,excellent,6 cylinders,gas,0,manual,sub-compact,coupe
11500,2012,excellent,4 cylinders,gas,93000,automatic,mid-size,sedan
323,2016,new,6 cylinders,gas,56000,automatic,full-size,sedan
10000,2013,like new,6 cylinders,gas,85000,automatic,full-size,sedan
16000,2014,good,4 cylinders,gas,77900,automatic,full-size,sedan
11500,2006,like new,6 cylinders,gas,86000,automatic,mid-size,sedan
20500,2008,excellent,4 cylinders,gas,74000,manual,mid-size,sedan
5500,2012,good,4 cylinders,gas,76765,automatic,mid-size,sedan
7250,2012,good,4 cylinders,gas,75980,automatic,mid-size,sedan
6999,2014,good,4 cylinders,gas,75000,automatic,mid-size,hatchback
12475,2016,excellent,4 cylinders,gas,23010,automatic,mid-size,sedan
10995,2016,excellent,4 cylinders,gas,78917,automatic,compact,sedan
26500,2016,excellent,6 cylinders,gas,40000,automatic,full-size,sedan
16995,2013,excellent,4 cylinders,gas,92451,automatic,mid-size,wagon
5200,2007,excellent,4 cylinders,gas,55000,automatic,mid-size,sedan
7500,2018,excellent,4 cylinders,gas,50000,automatic,full-size,hatchback
12995,2014,excellent,4 cylinders,gas,97258,automatic,compact,wagon
16324,2013,like new,6 cylinders,gas,74542,automatic,full-size,sedan
4100,2006,like new,4 cylinders,gas,58000,automatic,full-size,sedan
17788,2017,good,4 cylinders,gas,61244,automatic,compact,sedan
14499,2016,like new,4 cylinders,gas,20701,automatic,mid-size,hatchback
7943,2009,excellent,4 cylinders,gas,99500,automatic,full-size,sedan
15500,2017,excellent,6 cylinders,gas,95000,automatic,full-size,sedan
1,2015,excellent,6 cylinders,gas,30499,automatic,compact,sedan
8500,2015,good,4 cylinders,gas,41384,automatic,compact,hatchback
28000,2020,like new,4 cylinders,gas,6006,automatic,compact,hatchback
30900,2019,like new,4 cylinders,gas,22185,automatic,mid-size,sedan
16000,2016,new,6 cylinders,gas,52000,manual,mid-size,coupe
12995,2015,excellent,4 cylinders,gas,61731,automatic,full-size,sedan
19500,2015,like new,6 cylinders,gas,90000,automatic,full-size,sedan
6900,2011,excellent,4 cylinders,gas,97000,automatic,full-size,sedan
7750,2011,excellent,4 cylinders,gas,97185,automatic,sub-compact,sedan
8995,2006,like new,6 cylinders,gas,21789,automatic,mid-size,sedan
8000,2008,like new,4 cylinders,gas,92000,automatic,full-size,coupe
8995,2012,excellent,4 cylinders,gas,66489,automatic,sub-compact,sedan
100,2019,excellent,4 cylinders,gas,39785,automatic,mid-size,sedan
11500,2014,good,4 cylinders,gas,36690,manual,compact,coupe
12500,2011,excellent,6 cylinders,gas,94321,automatic,full-size,sedan
13500,2015,good,6 cylinders,gas,51020,automatic,full-size,sedan
16990,2015,excellent,4 cylinders,gas,46158,automatic,compact,coupe
9500,2011,excellent,6 cylinders,gas,76000,automatic,mid-size,sedan
12988,2013,excellent,4 cylinders,gas,71779,automatic,mid-size,sedan
14900,2018,excellent,4 cylinders,gas,66096,automatic,full-size,sedan
25995,2016,like new,6 cylinders,gas,37000,automatic,full-size,sedan
17999,2014,excellent,6 cylinders,gas,52181,automatic,full-size,sedan
1,2014,excellent,4 cylinders,gas,77813,automatic,mid-size,coupe
4990,2007,good,4 cylinders,gas,98800,automatic,mid-size,hatchback
24900,2019,like new,4 cylinders,gas,22895,automatic,mid-size,wagon
8500,2012,excellent,4 cylinders,diesel,98000,automatic,mid-size,sedan
7480,2010,excellent,4 cylinders,gas,95476,manual,mid-size,hatchback
199,2017,like new,6 cylinders,gas,30000,automatic,full-size,sedan
12999,2014,excellent,4 cylinders,gas,74696,automatic,mid-size,sedan
15000,2018,excellent,4 cylinders,gas,53000,automatic,mid-size,hatchback
27990,2018,excellent,4 cylinders,gas,34251,automatic,compact,sedan
3500,2005,fair,4 cylinders,gas,92700,automatic,compact,hatchback
12950,2014,excellent,4 cylinders,gas,93426,manual,compact,sedan
6800,2014,good,6 cylinders,gas,80000,automatic,full-size,sedan
10995,2009,like new,4 cylinders,gas,91000,automatic,mid-size,sedan
6499,2012,good,4 cylinders,gas,94000,automatic,compact,sedan
6095,2011,good,6 cylinders,gas,83500,automatic,full-size,sedan
4995,2007,like new,6 cylinders,gas,91000,automatic,mid-size,sedan
5950,2017,excellent,4 cylinders,gas,65846,manual,compact,sedan
7900,2017,excellent,4 cylinders,gas,26000,automatic,full-size,sedan
20000,2014,good,6 cylinders,gas,8300,automatic,full-size,sedan
24000,2019,like new,4 cylinders,gas,6545,automatic,full-size,sedan
13299,2019,excellent,4 cylinders,gas,32300,automatic,compact,hatchback
18346,2013,excellent,4 cylinders,gas,28237,automatic,mid-size,sedan
14000,2015,excellent,6 cylinders,gas,64239,automatic,mid-size,sedan
34900,2017,excellent,6 cylinders,gas,36677,automatic,full-size,coupe
5900,2008,excellent,4 cylinders,gas,75000,automatic,mid-size,sedan
1500,2017,excellent,4 cylinders,gas,71000,automatic,mid-size,sedan
10995,2011,excellent,4 cylinders,gas,78469,automatic,compact,sedan
9950,2017,excellent,4 cylinders,gas,91000,automatic,full-size,sedan
13300,2016,excellent,4 cylinders,gas,21923,manual,compact,hatchback
24999,2020,like new,4 cylinders,gas,7567,automatic,mid-size,sedan
10999,2010,excellent,4 cylinders,gas,61000,automatic,compact,hatchback
3950,2003,good,6 cylinders,gas,75000,automatic,mid-size,sedan
14950,2017,like new,4 cylinders,gas,25433,automatic,mid-size,sedan
10500,2011,excellent,6 cylinders,gas,86000,automatic,mid-size,coupe
11900,2017,excellent,4 cylinders,gas,91000,automatic,mid-size,sedan
2499,2015,excellent,6 cylinders,gas,43854,automatic,full-size,sedan
27000,2018,excellent,4 cylinders,gas,37722,automatic,compact,coupe
9991,2010,excellent,4 cylinders,gas,68000,automatic,full-size,sedan
6500,2009,good,6 cylinders,gas,71716,automatic,full-size,sedan
7867,2010,excellent,4 cylinders,gas,71000,automatic,mid-size,sedan
26999,2014,excellent,6 cylinders,gas,56603,automatic,mid-size,sedan
8500,2014,good,6 cylinders,gas,79000,automatic,mid-size,sedan
10995,2015,excellent,4 cylinders,gas,45554,automatic,full-size,sedan
3000,2008,good,4 cylinders,gas,55000,automatic,mid-size,sedan
7595,2009,excellent,6 cylinders,gas,50000,automatic,full-size,sedan
7200,2011,excellent,6 cylinders,gas,94071,automatic,full-size,sedan
10995,2010,excellent,4 cylinders,gas,0,manual,compact,sedan
7800,2018,like new,4 cylinders,gas,18500,automatic,compact,sedan
20500,2017,new,6 cylinders,gas,31000,automatic,mid-size,sedan
13950,2017,like new,4 cylinders,gas,68799,automatic,full-size,sedan
19495,2020,like new,4 cylinders,gas,5600,automatic,full-size,wagon
5975,2008,good,6 cylinders,gas,94529,automatic,full-size,sedan
13495,2013,excellent,6 cylinders,gas,61000,automatic,mid-size,coupe
29800,2018,excellent,6 cylinders,gas,27600,automatic,mid-size,sedan
7000,2002,excellent,6 cylinders,gas,98000,automatic,full-size,wagon
6990,2009,excellent,4 cylinders,gas,63766,automatic,compact,hatchback
12000,2014,excellent,4 cylinders,gas,74315,automatic,mid-size,sedan
9995,2014,like new,4 cylinders,gas,88000,automatic,compact,sedan
9500,2016,excellent,4 cylinders,gas,78300,automatic,compact,sedan
5995,2006,excellent,4 cylinders,gas,60961,automatic,mid-size,sedan
8998,2012,good,4 cylinders,gas,97542,automatic,compact,hatchback
18495,2019,like new,4 cylinders,gas,23532,automatic,full-size,sedan
18000,2015,excellent,4 cylinders,gas,47914,automatic,full-size,sedan
16995,2019,excellent,4 cylinders,gas,14705,manual,compact,sedan
10550,2012,excellent,4 cylinders,gas,74000,automatic,compact,coupe
14990,2012,excellent,6 cylinders,gas,98231,automatic,full-size,sedan
25900,2017,excellent,4 cylinders,gas,24660,manual,mid-size,sedan
9498,2015,like new,4 cylinders,gas,68558,automatic,full-size,sedan
10499,2013,excellent,4 cylinders,gas,73011,automatic,mid-size,sedan
22000,2014,like new,4 cylinders,gas,50000,automatic,mid-size,sedan
2600,2014,good,4 cylinders,gas,79694,automatic,sub-compact,sedan
6300,2008,like new,4 cylinders,gas,84000,automatic,mid-size,sedan
8500,2012,good,4 cylinders,gas,80000,automatic,compact,sedan
19500,2015,excellent,4 cylinders,gas,66898,automatic,mid-size,sedan
1500,2013,excellent,4 cylinders,gas,99000,automatic,mid-size,sedan
26500,2018,excellent,4 cylinders,gas,38500,automatic,compact,sedan
20990,2015,excellent,6 cylinders,gas,68562,automatic,compact,sedan
9995,2014,like new,4 cylinders,gas,54830,automatic,compact,sedan
23498,2016,good,4 cylinders,gas,63074,automatic,mid-size,sedan
11800,2015,good,4 cylinders,gas,62900,automatic,mid-size,sedan
14995,2014,excellent,6 cylinders,gas,74000,automatic,mid-size,sedan
16999,2016,like new,4 cylinders,gas,68000,automatic,mid-size,sedan
9500,2016,like new,4 cylinders,gas,67402,manual,compact,sedan
11995,2012,like new,6 cylinders,gas,97234,automatic,mid-size,sedan
9595,2013,like new,4 cylinders,gas,89189,automatic,full-size,sedan
8999,2011,good,6 cylinders,gas,78000,automatic,mid-size,sedan
13900,2018,excellent,4 cylinders,gas,31839,automatic,mid-size,sedan
190,2015,excellent,4 cylinders,gas,69366,automatic,full-size,sedan
20000,2014,excellent,6 cylinders,gas,66330,automatic,mid-size,hatchback
10988,2016,excellent,4 cylinders,gas,83739,automatic,mid-size,sedan
11200,2014,like new,4 cylinders,gas,44000,automatic,mid-size,sedan
1500,2014,good,6 cylinders,gas,85571,automatic,full-size,sedan
8000,2016,excellent,4 cylinders,gas,59350,automatic,full-size,sedan
19995,2020,excellent,4 cylinders,gas,4441,automatic,compact,sedan
16500,2019,good,4 cylinders,gas,25000,automatic,mid-size,sedan
7495,2008,excellent,4 cylinders,gas,62000,automatic,compact,hatchback
12000,2011,excellent,6 cylinders,gas,99000,automatic,full-size,wagon
1500,2017,like new,4 cylinders,gas,72000,automatic,full-size,sedan
17788,2017,good,4 cylinders,gas,61244,automatic,compact,sedan
1500,2003,good,4 cylinders,gas,95000,manual,compact,sedan
13890,2016,excellent,4 cylinders,gas,92430,automatic,full-size,sedan
9500,2012,excellent,6 cylinders,gas,50000,automatic,full-size,sedan
24900,2015,like new,6 cylinders,gas,48578,automatic,sub-compact,sedan
9999,2017,like new,4 cylinders,gas,74819,automatic,full-size,sedan
10,2013,good,6 cylinders,gas,44000,manual,full-size,coupe
5950,2007,excellent,4 cylinders,gas,39545,automatic,full-size,sedan
3999,2007,good,4 cylinders,gas,95000,automatic,full-size,wagon
14000,2016,excellent,4 cylinders,gas,71535,automatic,mid-size,sedan
16500,2016,excellent,4 cylinders,gas,49500,automatic,full-size,sedan
5490,2012,excellent,4 cylinders,gas,99756,automatic,full-size,sedan
7995,2008,like new,6 cylinders,gas,85000,automatic,full-size,sedan
2700,2006,good,6 cylinders,gas,90000,automatic,compact,sedan
13299,2015,excellent,4 cylinders,gas,90817,automatic,full-size,sedan
9400,2013,good,4 cylinders,gas,89200,automatic,full-size,sedan
18988,2014,excellent,4 cylinders,gas,37112,automatic,full-size,sedan
10500,2013,good,4 cylinders,gas,99366,automatic,mid-size,coupe
6400,2010,excellent,4 cylinders,gas,97134,automatic,full-size,sedan
5600,2009,excellent,4 cylinders,gas,91000,automatic,compact,sedan
12995,2012,excellent,4 cylinders,gas,52355,automatic,mid-size,sedan
1600,2004,fair,4 cylinders,gas,87000,automatic,full-size,sedan
7900,2009,excellent,6 cylinders,gas,75600,automatic,full-size,sedan
12999,2015,excellent,6 cylinders,gas,60000,automatic,full-size,coupe
10495,2014,like new,4 cylinders,gas,60000,automatic,mid-size,sedan
14500,2013,excellent,4 cylinders,gas,70200,automatic,mid-size,sedan
13995,2016,excellent,4 cylinders,gas,63343,automatic,full-size,sedan
10500,2013,excellent,4 cylinders,gas,76000,automatic,mid-size,sedan
6799,2013,good,4 cylinders,gas,93000,manual,compact,coupe
8999,2011,good,4 cylinders,gas,89469,automatic,mid-size,sedan
11700,2014,excellent,4 cylinders,gas,33497,automatic,sub-compact,sedan
6995,2016,excellent,4 cylinders,gas,82051,automatic,compact,hatchback
18000,2020,excellent,4 cylinders,gas,38301,automatic,mid-size,sedan
5999,2010,good,4 cylinders,gas,78000,automatic,mid-size,sedan
14995,2015,good,4 cylinders,gas,52000,automatic,full-size,sedan
10777,2014,excellent,4 cylinders,gas,87921,automatic,compact,sedan
12995,2017,excellent,4 cylinders,gas,63000,automatic,full-size,sedan
5000,2014,good,4 cylinders,gas,80123,automatic,mid-size,sedan
17498,2017,good,4 cylinders,gas,67684,automatic,compact,hatchback
9497,2010,excellent,4 cylinders,gas,80079,automatic,mid-size,hatchback
3495,2005,excellent,4 cylinders,gas,91000,automatic,mid-size,hatchback
10000,2016,excellent,4 cylinders,gas,99728,automatic,compact,sedan
10995,2016,excellent,4 cylinders,gas,65800,automatic,mid-size,sedan
4995,2002,good,6 cylinders,gas,99223,manual,mid-size,sedan
9200,2006,like new,6 cylinders,gas,29000,automatic,full-size,sedan
7995,2008,excellent,4 cylinders,gas,71954,manual,mid-size,coupe
3500,2004,excellent,4 cylinders,gas,99500,automatic,sub-compact,sedan
13984,2008,good,6 cylinders,gas,63895,automatic,mid-size,sedan
17500,2015,excellent,4 cylinders,gas,88500,automatic,mid-size,sedan
9100,2016,excellent,4 cylinders,gas,85043,automatic,compact,sedan
12995,2014,excellent,4 cylinders,gas,88000,automatic,compact,sedan
7995,2014,excellent,6 cylinders,gas,73000,automatic,mid-size,sedan
3500,2006,like new,6 cylinders,gas,93000,automatic,full-size,sedan
2000,2018,excellent,4 cylinders,gas,27789,automatic,compact,sedan
4299,2004,excellent,4 cylinders,gas,97873,automatic,mid-size,sedan
15400,2015,excellent,4 cylinders,gas,5497,automatic,full-size,sedan
18972,2020,excellent,4 cylinders,gas,18560,automatic,full-size,sedan
15500,2014,excellent,6 cylinders,gas,58800,automatic,mid-size,coupe
11990,2011,like new,4 cylinders,diesel,70000,automatic,mid-size,sedan
15999,2018,excellent,4 cylinders,gas,36465,automatic,full-size,sedan
5500,2004,good,4 cylinders,gas,79030,automatic,compact,hatchback
18950,2020,new,4 cylinders,gas,4800,automatic,sub-compact,sedan
17995,2014,excellent,6 cylinders,gas,79000,automatic,full-size,sedan
1,2015,excellent,6 cylinders,gas,30499,automatic,compact,sedan
1800,2002,good,4 cylinders,gas,93000,automatic,compact,sedan
19950,2016,excellent,4 cylinders,gas,26000,automatic,mid-size,sedan
200,2016,excellent,4 cylinders,gas,88282,automatic,mid-size,sedan
5900,2012,good,4 cylinders,gas,80637,automatic,compact,hatchback
20997,2016,excellent,4 cylinders,gas,64681,automatic,sub-compact,coupe
11500,2012,excellent,6 cylinders,gas,71227,automatic,full-size,sedan
13000,2016,excellent,4 cylinders,gas,65100,automatic,full-size,sedan
9995,2008,excellent,6 cylinders,gas,91611,automatic,full-size,wagon
7000,2014,excellent,6 cylinders,gas,93000,automatic,full-size,sedan
8000,2012,good,4 cylinders,gas,62474,automatic,mid-size,sedan
5000,2009,excellent,4 cylinders,gas,185,automatic,compact,wagon
7599,2008,excellent,6 cylinders,gas,66700,automatic,full-size,sedan
8395,2012,excellent,6 cylinders,gas,68132,automatic,full-size,sedan
16900,2018,excellent,4 cylinders,gas,34788,automatic,compact,sedan
5295,2013,good,4 cylinders,gas,1,automatic,compact,sedan
18500,2013,like new,6 cylinders,gas,62000,manual,mid-size,sedan
21000,2016,like new,4 cylinders,gas,11800,automatic,compact,wagon
23995,2019,excellent,4 cylinders,gas,69000,automatic,mid-size,wagon
9990,2017,excellent,4 cylinders,gas,59478,automatic,compact,sedan
10995,2010,good,6 cylinders,gas,51000,automatic,full-size,sedan
8350,2013,like new,6 cylinders,gas,75000,automatic,full-size,sedan
6800,2014,like new,4 cylinders,gas,75000,automatic,mid-size,sedan
4995,2005,like new,4 cylinders,gas,80000,automatic,compact,sedan
8000,2018,good,4 cylinders,gas,11774,manual,compact,sedan
38500,2017,excellent,6 cylinders,gas,20000,automatic,full-size,wagon
3500,2005,excellent,6 cylinders,gas,84748,automatic,full-size,sedan
9500,2007,good,6 cylinders,gas,75842,automatic,mid-size,sedan
13400,2012,excellent,6 cylinders,gas,95114,automatic,mid-size,wagon
22900,2017,excellent,4 cylinders,gas,49174,automatic,compact,hatchback
28995,2020,excellent,4 cylinders,gas,14000,manual,compact,sedan
8990,2012,excellent,4 cylinders,gas,99154,automatic,compact,sedan
26995,2019,excellent,4 cylinders,gas,45825,automatic,compact,wagon
6200,2009,good,4 cylinders,gas,110,automatic,mid-size,sedan
11500,2012,excellent,4 cylinders,gas,95920,automatic,mid-size,sedan
8774,2012,excellent,4 cylinders,gas,41400,automatic,mid-size,sedan
14900,2017,good,4 cylinders,gas,93000,manual,mid-size,sedan
17000,2018,like new,4 cylinders,gas,15500,automatic,mid-size,sedan
7895,2007,like new,4 cylinders,gas,74000,automatic,full-size,sedan
5200,2010,excellent,4 cylinders,gas,98650,manual,mid-size,sedan
12500,2013,excellent,4 cylinders,gas,59300,automatic,mid-size,sedan
8000,2014,good,4 cylinders,gas,82000,automatic,compact,sedan
16500,2015,excellent,4 cylinders,gas,67000,automatic,mid-size,sedan
14500,2018,excellent,4 cylinders,gas,60500,automatic,full-size,sedan
18500,2016,good,4 cylinders,gas,63000,automatic,full-size,sedan
15995,2015,excellent,4 cylinders,diesel,67000,automatic,compact,sedan
3800,2003,excellent,6 cylinders,gas,62856,automatic,full-size,sedan
5995,2005,excellent,6 cylinders,gas,91000,automatic,mid-size,sedan
11895,2014,excellent,4 cylinders,gas,60291,automatic,mid-size,hatchback
32500,2017,like new,4 cylinders,gas,34000,automatic,mid-size,sedan
14998,2017,excellent,4 cylinders,gas,96762,automatic,full-size,sedan
6295,2010,excellent,4 cylinders,gas,87000,automatic,compact,sedan
12999,2015,excellent,4 cylinders,gas,78800,automatic,mid-size,sedan
12995,2014,good,4 cylinders,gas,63315,automatic,mid-size,sedan
5600,2008,excellent,4 cylinders,gas,14600,automatic,mid-size,sedan
6999,2007,good,4 cylinders,gas,99000,automatic,mid-size,hatchback
7499,2013,good,4 cylinders,gas,90000,automatic,full-size,sedan
8500,2014,good,6 cylinders,gas,56000,automatic,full-size,sedan
5500,2005,good,4 cylinders,gas,90000,automatic,mid-size,sedan
2000,2013,like new,6 cylinders,gas,70000,automatic,full-size,sedan
11995,2017,excellent,4 cylinders,gas,77396,automatic,compact,sedan
32995,2020,excellent,4 cylinders,gas,8997,automatic,full-size,coupe
22495,2016,like new,6 cylinders,gas,73243,automatic,full-size,coupe
31990,2018,like new,6 cylinders,gas,32148,automatic,full-size,hatchback
4800,2008,excellent,4 cylinders,gas,61000,manual,compact,hatchback
18950,2015,excellent,6 cylinders,gas,87883,automatic,mid-size,sedan
1,2018,excellent,6 cylinders,gas,18075,automatic,compact,sedan
32995,2020,like new,4 cylinders,gas,17651,automatic,mid-size,sedan
4500,2005,good,6 cylinders,gas,60001,automatic,mid-size,sedan
4999,2012,like new,4 cylinders,gas,93842,automatic,mid-size,sedan
5500,2005,excellent,6 cylinders,gas,90247,automatic,full-size,sedan
21500,2011,like new,6 cylinders,gas,45106,automatic,full-size,sedan
13385,2015,like new,4 cylinders,gas,70425,automatic,mid-size,sedan
12700,2014,excellent,4 cylinders,gas,65000,automatic,mid-size,sedan
7490,2008,excellent,4 cylinders,gas,87000,automatic,mid-size,sedan
5995,2013,excellent,6 cylinders,gas,99500,automatic,mid-size,sedan
8200,2013,good,4 cylinders,gas,89545,automatic,full-size,sedan
12999,2018,excellent,4 cylinders,gas,57428,automatic,mid-size,sedan
15399,2015,excellent,4 cylinders,gas,67000,automatic,mid-size,hatchback
6995,2016,good,4 cylinders,gas,51600,automatic,mid-size,sedan
9500,2019,excellent,4 cylinders,gas,15433,automatic,compact,sedan
8000,2017,excellent,4 cylinders,gas,79638,automatic,mid-size,sedan
19995,2017,excellent,4 cylinders,gas,54701,automatic,mid-size,hatchback
8750,2012,good,4 cylinders,gas,53000,automatic,full-size,hatchback
14990,2017,excellent,4 cylinders,gas,71219,automatic,mid-size,sedan
22794,2018,like new,4 cylinders,gas,24359,automatic,compact,sedan
7500,2012,excellent,4 cylinders,gas,67000,automatic,sub-compact,sedan
2250,2008,good,4 cylinders,gas,98500,automatic,mid-size,hatchback
10999,2016,like new,4 cylinders,gas,73484,automatic,full-size,sedan
9999,2016,good,4 cylinders,gas,46296,automatic,mid-size,hatchback
17995,2014,excellent,6 cylinders,gas,38890,automatic,mid-size,sedan
6999,2010,good,4 cylinders,gas,170,automatic,mid-size,wagon
10999,2013,excellent,4 cylinders,gas,80956,automatic,compact,sedan
2500,2005,excellent,6 cylinders,gas,200,manual,mid-size,sedan
4250,2008,like new,4 cylinders,gas,91600,manual,compact,coupe
8900,2016,excellent,4 cylinders,gas,70000,automatic,compact,sedan
5950,2015,excellent,4 cylinders,gas,43000,automatic,compact,sedan
21999,2016,excellent,4 cylinders,gas,54710,automatic,full-size,sedan
13498,2015,good,4 cylinders,gas,93515,automatic,mid-size,sedan
19000,2017,like new,4 cylinders,gas,39900,automatic,mid-size,hatchback
13495,2018,excellent,4 cylinders,gas,64903,automatic,compact,sedan
10991,2012,excellent,4 cylinders,gas,65000,automatic,full-size,sedan
5300,2009,like new,4 cylinders,gas,88000,automatic,compact,hatchback
23995,2017,good,4 cylinders,gas,44436,automatic,mid-size,coupe
11950,2018,good,4 cylinders,gas,50350,automatic,mid-size,sedan
7495,2013,excellent,4 cylinders,gas,76969,automatic,mid-size,sedan
4599,2010,excellent,4 cylinders,gas,68744,automatic,compact,sedan
8500,2015,good,4 cylinders,gas,41384,automatic,compact,hatchback
6500,2014,excellent,4 cylinders,gas,75584,automatic,mid-size,sedan
8999,2004,excellent,6 cylinders,gas,61914,automatic,full-size,sedan
19995,2017,excellent,4 cylinders,gas,54700,manual,compact,sedan
13900,2016,like new,4 cylinders,gas,70587,automatic,full-size,sedan
8900,2014,good,4 cylinders,gas,84778,automatic,mid-size,hatchback
15900,2013,excellent,6 cylinders,gas,95322,automatic,full-size,sedan
5000,2007,excellent,6 cylinders,gas,92193,automatic,mid-size,coupe
19200,2013,good,4 cylinders,gas,90000,automatic,mid-size,sedan
12999,2015,excellent,4 cylinders,gas,96998,automatic,mid-size,sedan
5600,2005,good,6 cylinders,gas,57500,automatic,full-size,sedan
1,2016,excellent,6 cylinders,gas,44878,automatic,compact,sedan
8200,2002,excellent,6 cylinders,gas,75000,manual,compact,coupe
13585,2016,like new,4 cylinders,gas,85285,automatic,full-size,sedan
16495,2015,excellent,4 cylinders,gas,65486,automatic,full-size,wagon
19450,2016,excellent,6 cylinders,gas,27503,automatic,full-size,sedan
4950,2012,excellent,4 cylinders,gas,85500,manual,full-size,sedan
4000,2014,excellent,4 cylinders,gas,93200,automatic,compact,sedan
12999,2013,good,4 cylinders,gas,70501,manual,compact,coupe
9995,2010,excellent,6 cylinders,gas,82049,automatic,mid-size,sedan
17000,2020,like new,4 cylinders,gas,7467,automatic,mid-size,coupe
8300,2013,good,6 cylinders,gas,67500,automatic,mid-size,sedan
7595,2003,excellent,4 cylinders,gas,94087,automatic,compact,coupe
14995,2015,like new,4 cylinders,gas,20612,automatic,full-size,sedan
38995,2017,like new,4 cylinders,gas,40810,automatic,mid-size,sedan
8199,2014,excellent,4 cylinders,gas,52000,automatic,mid-size,sedan
5995,2001,excellent,4 cylinders,gas,91100,automatic,full-size,sedan
5995,2012,excellent,4 cylinders,gas,94000,automatic,full-size,sedan
11200,2011,excellent,6 cylinders,gas,45000,automatic,full-size,sedan
9450,2015,excellent,4 cylinders,diesel,97037,automatic,compact,sedan
11900,2014,excellent,4 cylinders,gas,45000,automatic,compact,sedan
16324,2013,like new,6 cylinders,gas,74542,automatic,full-size,sedan
13900,2015,excellent,4 cylinders,gas,34000,automatic,compact,sedan
10999,2013,excellent,4 cylinders,gas,60248,automatic,sub-compact,coupe
23995,2017,like new,4 cylinders,gas,23962,automatic,compact,hatchback
8495,2017,like new,4 cylinders,gas,43000,manual,mid-size,sedan
15995,2019,excellent,4 cylinders,gas,13534,automatic,compact,hatchback
7500,2013,fair,4 cylinders,gas,68000,automatic,compact,sedan
7500,2007,like new,4 cylinders,gas,92321,automatic,mid-size,coupe
3000,2012,like new,6 cylinders,gas,70000,automatic,full-size,sedan
11900,2014,excellent,4 cylinders,gas,70426,automatic,full-size,sedan
8000,2017,excellent,4 cylinders,gas,10200,automatic,compact,sedan
21900,2016,excellent,4 cylinders,gas,49000,manual,sub-compact,hatchback
39500,2020,like new,4 cylinders,gas,13600,automatic,mid-size,wagon
6999,2012,excellent,4 cylinders,gas,74000,automatic,sub-compact,hatchback
85,2013,good,4 cylinders,gas,99176,automatic,full-size,sedan
5000,2008,good,4 cylinders,gas,87841,automatic,compact,hatchback
6500,2007,excellent,4 cylinders,gas,129,automatic,mid-size,sedan
8500,2014,excellent,4 cylinders,gas,22000,automatic,compact,sedan
12500,2015,excellent,4 cylinders,gas,73000,automatic,compact,wagon
10494,2015,excellent,4 cylinders,gas,98352,automatic,mid-size,sedan
13999,2017,good,4 cylinders,gas,65930,automatic,full-size,sedan
15695,2018,excellent,4 cylinders,gas,17160,automatic,mid-size,sedan
11490,2013,good,4 cylinders,gas,63730,automatic,mid-size,hatchback
19998,2018,excellent,4 cylinders,gas,90604,automatic,mid-size,sedan
12000,2015,good,4 cylinders,gas,56000,manual,mid-size,sedan
33950,2017,like new,6 cylinders,gas,19870,automatic,mid-size,sedan
15000,2019,excellent,4 cylinders,gas,31384,automatic,mid-size,sedan
8000,2011,good,4 cylinders,gas,95094,automatic,full-size,sedan
11000,2010,like new,6 cylinders,gas,75000,automatic,full-size,sedan
16995,2018,excellent,4 cylinders,gas,41000,automatic,compact,coupe
10905,2015,excellent,4 cylinders,gas,78581,automatic,full-size,hatchback
9200,2010,good,6 cylinders,gas,53575,automatic,full-size,sedan
8500,2012,excellent,4 cylinders,gas,61000,manual,compact,hatchback
9000,2015,excellent,4 cylinders,gas,66000,automatic,full-size,sedan
3800,2001,good,6 cylinders,gas,82267,automatic,mid-size,sedan
8950,2007,like new,6 cylinders,gas,77432,automatic,mid-size,sedan
6500,2009,excellent,4 cylinders,gas,85000,automatic,mid-size,sedan
17999,2018,excellent,4 cylinders,gas,35813,automatic,full-size,sedan
11900,2014,like new,4 cylinders,gas,98088,automatic,full-size,sedan
17200,2019,excellent,4 cylinders,gas,43055,automatic,mid-size,sedan
18533,2016,excellent,6 cylinders,gas,63787,automatic,sub-compact,coupe
13900,2012,like new,6 cylinders,gas,97294,automatic,full-size,sedan
3500,2008,excellent,6 cylinders,gas,97588,automatic,full-size,sedan
6300,2011,like new,4 cylinders,gas,70000,automatic,mid-size,sedan
8500,2011,excellent,4 cylinders,gas,90500,automatic,compact,coupe
8485,2015,excellent,4 cylinders,gas,69815,automatic,compact,sedan
23900,2017,excellent,4 cylinders,gas,51821,manual,compact,hatchback
6500,2010,excellent,6 cylinders,gas,110,automatic,compact,coupe
39900,2014,excellent,6 cylinders,gas,41200,automatic,mid-size,sedan
